src,rel,dst,evidence,value,strength
img_2887143f,HAS_RIM,rim_885f5f03,,,
img_2887143f,HAS_PATHOLOGY,path_ec6b9d71,,,
img_2887143f,HAS_DIAGNOSIS,diag_0e82a9eb,,,
diag_0e82a9eb,HAS_RISK,risk_high_risk,,,
od_9ba9a719,SUPPORTS_DIAGNOSIS,diag_0e82a9eb,cup_to_disc_ratio,0.8,
rim_885f5f03,SUPPORTS_DIAGNOSIS,diag_0e82a9eb,isnt_rule_violated,true,
path_ec6b9d71,SUPPORTS_DIAGNOSIS,diag_0e82a9eb,"bayoneting,notching,laminar_dot_sign",true,
img_e7e822c3,HAS_OPTIC_DISC,od_2fc39b99,,,
img_e7e822c3,HAS_RIM,rim_ba413146,,,
img_e7e822c3,HAS_PATHOLOGY,path_f15b7390,,,
img_e7e822c3,HAS_DIAGNOSIS,diag_12b74d60,,,
diag_12b74d60,HAS_RISK,risk_high_risk,,,
od_2fc39b99,SUPPORTS_DIAGNOSIS,diag_12b74d60,cup_to_disc_ratio,0.8,
rim_ba413146,SUPPORTS_DIAGNOSIS,diag_12b74d60,isnt_rule_violated,true,
path_f15b7390,SUPPORTS_DIAGNOSIS,diag_12b74d60,"bayoneting,notching,laminar_dot_sign",true,
img_ab7fca31,HAS_OPTIC_DISC,od_e2f2f759,,,
img_ab7fca31,HAS_RIM,rim_4f3bf662,,,
img_ab7fca31,HAS_PATHOLOGY,path_f998293a,,,
img_ab7fca31,HAS_DIAGNOSIS,diag_8f38d857,,,
diag_8f38d857,HAS_RISK,risk_high_risk,,,
od_e2f2f759,SUPPORTS_DIAGNOSIS,diag_8f38d857,cup_to_disc_ratio,0.8,
rim_4f3bf662,SUPPORTS_DIAGNOSIS,diag_8f38d857,isnt_rule_violated,true,
path_f998293a,SUPPORTS_DIAGNOSIS,diag_8f38d857,"bayoneting,notching,laminar_dot_sign",true,
img_7cd1f911,HAS_OPTIC_DISC,od_79fb484c,,,
img_7cd1f911,HAS_RIM,rim_c404605d,,,
img_7cd1f911,HAS_PATHOLOGY,path_792e82f9,,,
img_7cd1f911,HAS_DIAGNOSIS,diag_20e8eccf,,,
diag_20e8eccf,HAS_RISK,risk_very_healthy,,,
od_79fb484c,SUPPORTS_DIAGNOSIS,diag_20e8eccf,cup_to_disc_ratio,0.4,
img_0ecddfca,HAS_OPTIC_DISC,od_ef06aa36,,,
img_0ecddfca,HAS_RIM,rim_1e8b1305,,,
img_0ecddfca,HAS_PATHOLOGY,path_21daa2a0,,,
img_0ecddfca,HAS_DIAGNOSIS,diag_ebcfb2f4,,,
diag_ebcfb2f4,HAS_RISK,risk_very_healthy,,,
od_ef06aa36,SUPPORTS_DIAGNOSIS,diag_ebcfb2f4,cup_to_disc_ratio,0.4,
img_d1392fc4,HAS_OPTIC_DISC,od_cf1c3086,,,
img_d1392fc4,HAS_RIM,rim_a5f68549,,,
img_d1392fc4,HAS_PATHOLOGY,path_008ae7d6,,,
img_d1392fc4,HAS_DIAGNOSIS,diag_bd5df53c,,,
diag_bd5df53c,HAS_RISK,risk_very_healthy,,,
od_cf1c3086,SUPPORTS_DIAGNOSIS,diag_bd5df53c,cup_to_disc_ratio,0.4,
img_0c59f831,HAS_OPTIC_DISC,od_7fa8111a,,,
img_0c59f831,HAS_RIM,rim_b89b8d26,,,
img_0c59f831,HAS_PATHOLOGY,path_78ce0a6a,,,
img_0c59f831,HAS_DIAGNOSIS,diag_abc88a76,,,
diag_abc88a76,HAS_RISK,risk_high_risk,,,
od_7fa8111a,SUPPORTS_DIAGNOSIS,diag_abc88a76,cup_to_disc_ratio,0.8,
rim_b89b8d26,SUPPORTS_DIAGNOSIS,diag_abc88a76,isnt_rule_violated,true,
path_78ce0a6a,SUPPORTS_DIAGNOSIS,diag_abc88a76,"bayoneting,notching,laminar_dot_sign",true,
img_46ba1cfb,HAS_OPTIC_DISC,od_8e959c48,,,
img_46ba1cfb,HAS_RIM,rim_0be86953,,,
img_46ba1cfb,HAS_PATHOLOGY,path_5d6d28a1,,,
img_46ba1cfb,HAS_DIAGNOSIS,diag_777fc2af,,,
diag_777fc2af,HAS_RISK,risk_moderate_risk,,,
od_8e959c48,SUPPORTS_DIAGNOSIS,diag_777fc2af,cup_to_disc_ratio,0.7,
rim_0be86953,SUPPORTS_DIAGNOSIS,diag_777fc2af,isnt_rule_violated,true,
img_cb7147e0,HAS_OPTIC_DISC,od_0fa1061c,,,
img_cb7147e0,HAS_RIM,rim_dc565906,,,
img_cb7147e0,HAS_PATHOLOGY,path_a6c1e6ce,,,
img_cb7147e0,HAS_DIAGNOSIS,diag_2330a3cc,,,
diag_2330a3cc,HAS_RISK,risk_very_healthy,,,
od_0fa1061c,SUPPORTS_DIAGNOSIS,diag_2330a3cc,cup_to_disc_ratio,0.4,
img_7a981a54,HAS_OPTIC_DISC,od_c29c27c4,,,
img_7a981a54,HAS_RIM,rim_f2ecb290,,,
img_7a981a54,HAS_PATHOLOGY,path_b23c4ec7,,,
img_7a981a54,HAS_DIAGNOSIS,diag_f4606903,,,
diag_f4606903,HAS_RISK,risk_high_risk,,,
od_c29c27c4,SUPPORTS_DIAGNOSIS,diag_f4606903,cup_to_disc_ratio,0.7,
rim_f2ecb290,SUPPORTS_DIAGNOSIS,diag_f4606903,isnt_rule_violated,true,
img_46190107,HAS_OPTIC_DISC,od_647da0d0,,,
img_46190107,HAS_RIM,rim_95968f23,,,
img_46190107,HAS_PATHOLOGY,path_c2dafbcf,,,
img_46190107,HAS_DIAGNOSIS,diag_4826698a,,,
diag_4826698a,HAS_RISK,risk_very_healthy,,,
od_647da0d0,SUPPORTS_DIAGNOSIS,diag_4826698a,cup_to_disc_ratio,0.4,
img_3cfc6d0c,HAS_OPTIC_DISC,od_0e0e595e,,,
img_3cfc6d0c,HAS_RIM,rim_89480a50,,,
img_3cfc6d0c,HAS_PATHOLOGY,path_66d7dacb,,,
img_3cfc6d0c,HAS_DIAGNOSIS,diag_85cd9fb7,,,
diag_85cd9fb7,HAS_RISK,risk_high_risk,,,
od_0e0e595e,SUPPORTS_DIAGNOSIS,diag_85cd9fb7,cup_to_disc_ratio,0.8,
rim_89480a50,SUPPORTS_DIAGNOSIS,diag_85cd9fb7,isnt_rule_violated,true,
path_66d7dacb,SUPPORTS_DIAGNOSIS,diag_85cd9fb7,"bayoneting,notching,laminar_dot_sign",true,
img_c387f196,HAS_OPTIC_DISC,od_36643cb3,,,
img_c387f196,HAS_RIM,rim_d4f97662,,,
img_c387f196,HAS_PATHOLOGY,path_1a987fd0,,,
img_c387f196,HAS_DIAGNOSIS,diag_8019c4c2,,,
diag_8019c4c2,HAS_RISK,risk_very_healthy,,,
od_36643cb3,SUPPORTS_DIAGNOSIS,diag_8019c4c2,cup_to_disc_ratio,0.4,
img_724aafb4,HAS_OPTIC_DISC,od_a4fe9715,,,
img_724aafb4,HAS_RIM,rim_6f793114,,,
img_724aafb4,HAS_PATHOLOGY,path_76d234c9,,,
img_724aafb4,HAS_DIAGNOSIS,diag_5fac1574,,,
diag_5fac1574,HAS_RISK,risk_very_healthy,,,
od_a4fe9715,SUPPORTS_DIAGNOSIS,diag_5fac1574,cup_to_disc_ratio,0.4,
img_bb958ff5,HAS_OPTIC_DISC,od_e5672c29,,,
img_bb958ff5,HAS_RIM,rim_d5d82dff,,,
img_bb958ff5,HAS_PATHOLOGY,path_62893f91,,,
img_bb958ff5,HAS_DIAGNOSIS,diag_5109aed8,,,
diag_5109aed8,HAS_RISK,risk_high_risk,,,
od_e5672c29,SUPPORTS_DIAGNOSIS,diag_5109aed8,cup_to_disc_ratio,0.8,
rim_d5d82dff,SUPPORTS_DIAGNOSIS,diag_5109aed8,isnt_rule_violated,true,
path_62893f91,SUPPORTS_DIAGNOSIS,diag_5109aed8,"bayoneting,notching",true,
img_0305a4ce,HAS_OPTIC_DISC,od_1490cd1b,,,
img_0305a4ce,HAS_RIM,rim_798479bc,,,
img_0305a4ce,HAS_PATHOLOGY,path_94094dfa,,,
img_0305a4ce,HAS_DIAGNOSIS,diag_b9568b9d,,,
diag_b9568b9d,HAS_RISK,risk_high_risk,,,
od_1490cd1b,SUPPORTS_DIAGNOSIS,diag_b9568b9d,cup_to_disc_ratio,0.8,
rim_798479bc,SUPPORTS_DIAGNOSIS,diag_b9568b9d,isnt_rule_violated,true,
path_94094dfa,SUPPORTS_DIAGNOSIS,diag_b9568b9d,"bayoneting,notching,laminar_dot_sign",true,
img_ddd8d093,HAS_OPTIC_DISC,od_94ecc9d6,,,
img_ddd8d093,HAS_RIM,rim_e3141c4e,,,
img_ddd8d093,HAS_PATHOLOGY,path_4d673da9,,,
img_ddd8d093,HAS_DIAGNOSIS,diag_4dc40f69,,,
diag_4dc40f69,HAS_RISK,risk_moderate_risk,,,
od_94ecc9d6,SUPPORTS_DIAGNOSIS,diag_4dc40f69,cup_to_disc_ratio,0.7,
rim_e3141c4e,SUPPORTS_DIAGNOSIS,diag_4dc40f69,isnt_rule_violated,true,
img_c1ae64c8,HAS_OPTIC_DISC,od_b403084a,,,
img_c1ae64c8,HAS_RIM,rim_a73ef706,,,
img_c1ae64c8,HAS_PATHOLOGY,path_0a2993a0,,,
img_c1ae64c8,HAS_DIAGNOSIS,diag_fc3d583c,,,
diag_fc3d583c,HAS_RISK,risk_moderate_risk,,,
od_b403084a,SUPPORTS_DIAGNOSIS,diag_fc3d583c,cup_to_disc_ratio,0.7,
rim_a73ef706,SUPPORTS_DIAGNOSIS,diag_fc3d583c,isnt_rule_violated,true,
img_93fe0bc0,HAS_OPTIC_DISC,od_9fac1053,,,
img_93fe0bc0,HAS_RIM,rim_4cb0afad,,,
img_93fe0bc0,HAS_PATHOLOGY,path_d10ec50f,,,
img_93fe0bc0,HAS_DIAGNOSIS,diag_9278a3d4,,,
diag_9278a3d4,HAS_RISK,risk_high_risk,,,
od_9fac1053,SUPPORTS_DIAGNOSIS,diag_9278a3d4,cup_to_disc_ratio,0.8,
rim_4cb0afad,SUPPORTS_DIAGNOSIS,diag_9278a3d4,isnt_rule_violated,true,
path_d10ec50f,SUPPORTS_DIAGNOSIS,diag_9278a3d4,"bayoneting,notching,laminar_dot_sign",true,
img_e97166d8,HAS_OPTIC_DISC,od_eddbdd2e,,,
img_e97166d8,HAS_RIM,rim_17692f5b,,,
img_e97166d8,HAS_PATHOLOGY,path_9d68df51,,,
img_e97166d8,HAS_DIAGNOSIS,diag_b1876d4d,,,
diag_b1876d4d,HAS_RISK,risk_high_risk,,,
od_eddbdd2e,SUPPORTS_DIAGNOSIS,diag_b1876d4d,cup_to_disc_ratio,0.8,
rim_17692f5b,SUPPORTS_DIAGNOSIS,diag_b1876d4d,isnt_rule_violated,true,
path_9d68df51,SUPPORTS_DIAGNOSIS,diag_b1876d4d,"bayoneting,notching,laminar_dot_sign",true,
img_574a66e5,HAS_OPTIC_DISC,od_323de638,,,
img_574a66e5,HAS_RIM,rim_4726965d,,,
img_574a66e5,HAS_PATHOLOGY,path_fe90a721,,,
img_574a66e5,HAS_DIAGNOSIS,diag_1f3432c8,,,
diag_1f3432c8,HAS_RISK,risk_very_healthy,,,
od_323de638,SUPPORTS_DIAGNOSIS,diag_1f3432c8,cup_to_disc_ratio,0.3,
img_0be4b36f,HAS_OPTIC_DISC,od_179fe1e2,,,
img_0be4b36f,HAS_RIM,rim_8fa208e0,,,
img_0be4b36f,HAS_PATHOLOGY,path_d13a916c,,,
img_0be4b36f,HAS_DIAGNOSIS,diag_479df84e,,,
diag_479df84e,HAS_RISK,risk_very_healthy,,,
od_179fe1e2,SUPPORTS_DIAGNOSIS,diag_479df84e,cup_to_disc_ratio,0.3,
img_36cb7766,HAS_OPTIC_DISC,od_9c24a484,,,
img_36cb7766,HAS_RIM,rim_1b53cc48,,,
img_36cb7766,HAS_PATHOLOGY,path_ad7c9261,,,
img_36cb7766,HAS_DIAGNOSIS,diag_23e73e49,,,
diag_23e73e49,HAS_RISK,risk_moderate_risk,,,
od_9c24a484,SUPPORTS_DIAGNOSIS,diag_23e73e49,cup_to_disc_ratio,0.7,
rim_1b53cc48,SUPPORTS_DIAGNOSIS,diag_23e73e49,isnt_rule_violated,true,
img_aa89c385,HAS_OPTIC_DISC,od_fc951f9e,,,
img_aa89c385,HAS_RIM,rim_b57e900a,,,
img_aa89c385,HAS_PATHOLOGY,path_7343d16e,,,
img_aa89c385,HAS_DIAGNOSIS,diag_0262ccb1,,,
diag_0262ccb1,HAS_RISK,risk_high_risk,,,
od_fc951f9e,SUPPORTS_DIAGNOSIS,diag_0262ccb1,cup_to_disc_ratio,0.7,
rim_b57e900a,SUPPORTS_DIAGNOSIS,diag_0262ccb1,isnt_rule_violated,true,
path_7343d16e,SUPPORTS_DIAGNOSIS,diag_0262ccb1,"bayoneting,notching,laminar_dot_sign",true,
img_1b9bbc26,HAS_OPTIC_DISC,od_227563d5,,,
img_1b9bbc26,HAS_RIM,rim_9870d804,,,
img_1b9bbc26,HAS_PATHOLOGY,path_db96de45,,,
img_1b9bbc26,HAS_DIAGNOSIS,diag_a3a77532,,,
diag_a3a77532,HAS_RISK,risk_very_healthy,,,
od_227563d5,SUPPORTS_DIAGNOSIS,diag_a3a77532,cup_to_disc_ratio,0.3,
img_23446021,HAS_OPTIC_DISC,od_296a9d79,,,
img_23446021,HAS_RIM,rim_63a0b93d,,,
img_23446021,HAS_PATHOLOGY,path_f9ec5c64,,,
img_23446021,HAS_DIAGNOSIS,diag_33ccfe45,,,
diag_33ccfe45,HAS_RISK,risk_high_risk,,,
od_296a9d79,SUPPORTS_DIAGNOSIS,diag_33ccfe45,cup_to_disc_ratio,0.8,
rim_63a0b93d,SUPPORTS_DIAGNOSIS,diag_33ccfe45,isnt_rule_violated,true,
path_f9ec5c64,SUPPORTS_DIAGNOSIS,diag_33ccfe45,"bayoneting,notching",true,
img_8c14f5f1,HAS_OPTIC_DISC,od_3689e6d8,,,
img_8c14f5f1,HAS_RIM,rim_5e0a152e,,,
img_8c14f5f1,HAS_PATHOLOGY,path_22082f6b,,,
img_8c14f5f1,HAS_DIAGNOSIS,diag_282b3e70,,,
diag_282b3e70,HAS_RISK,risk_high_risk,,,
od_3689e6d8,SUPPORTS_DIAGNOSIS,diag_282b3e70,cup_to_disc_ratio,0.8,
rim_5e0a152e,SUPPORTS_DIAGNOSIS,diag_282b3e70,isnt_rule_violated,true,
path_22082f6b,SUPPORTS_DIAGNOSIS,diag_282b3e70,notching,true,
img_5712ae6b,HAS_OPTIC_DISC,od_bec086bf,,,
img_5712ae6b,HAS_RIM,rim_44a43be6,,,
img_5712ae6b,HAS_PATHOLOGY,path_1d9c3d3a,,,
img_5712ae6b,HAS_DIAGNOSIS,diag_200dda01,,,
diag_200dda01,HAS_RISK,risk_moderate_risk,,,
od_bec086bf,SUPPORTS_DIAGNOSIS,diag_200dda01,cup_to_disc_ratio,0.7,
rim_44a43be6,SUPPORTS_DIAGNOSIS,diag_200dda01,isnt_rule_violated,true,
img_0e3922bb,HAS_OPTIC_DISC,od_abb473f2,,,
img_0e3922bb,HAS_RIM,rim_1cefb94a,,,
img_0e3922bb,HAS_PATHOLOGY,path_ef9e6419,,,
img_0e3922bb,HAS_DIAGNOSIS,diag_bab94bd8,,,
diag_bab94bd8,HAS_RISK,risk_high_risk,,,
od_abb473f2,SUPPORTS_DIAGNOSIS,diag_bab94bd8,cup_to_disc_ratio,0.7,
rim_1cefb94a,SUPPORTS_DIAGNOSIS,diag_bab94bd8,isnt_rule_violated,true,
path_ef9e6419,SUPPORTS_DIAGNOSIS,diag_bab94bd8,notching,true,
img_407b39c7,HAS_OPTIC_DISC,od_3c0bf0ed,,,
img_407b39c7,HAS_RIM,rim_03ed5cb1,,,
img_407b39c7,HAS_PATHOLOGY,path_5ea32c8f,,,
img_407b39c7,HAS_DIAGNOSIS,diag_94435aef,,,
diag_94435aef,HAS_RISK,risk_high_risk,,,
od_3c0bf0ed,SUPPORTS_DIAGNOSIS,diag_94435aef,cup_to_disc_ratio,0.8,
rim_03ed5cb1,SUPPORTS_DIAGNOSIS,diag_94435aef,isnt_rule_violated,true,
path_5ea32c8f,SUPPORTS_DIAGNOSIS,diag_94435aef,"bayoneting,notching,laminar_dot_sign",true,
img_f25548ef,HAS_OPTIC_DISC,od_a0f1f7f9,,,
img_f25548ef,HAS_RIM,rim_41c012df,,,
img_f25548ef,HAS_PATHOLOGY,path_30930ce1,,,
img_f25548ef,HAS_DIAGNOSIS,diag_8301b778,,,
diag_8301b778,HAS_RISK,risk_high_risk,,,
od_a0f1f7f9,SUPPORTS_DIAGNOSIS,diag_8301b778,cup_to_disc_ratio,0.8,
rim_41c012df,SUPPORTS_DIAGNOSIS,diag_8301b778,isnt_rule_violated,true,
path_30930ce1,SUPPORTS_DIAGNOSIS,diag_8301b778,"bayoneting,notching",true,
img_173cc23f,HAS_OPTIC_DISC,od_08fbd285,,,
img_173cc23f,HAS_RIM,rim_89fb4d5d,,,
img_173cc23f,HAS_PATHOLOGY,path_b241df49,,,
img_173cc23f,HAS_DIAGNOSIS,diag_f8fde683,,,
diag_f8fde683,HAS_RISK,risk_high_risk,,,
od_08fbd285,SUPPORTS_DIAGNOSIS,diag_f8fde683,cup_to_disc_ratio,0.8,
rim_89fb4d5d,SUPPORTS_DIAGNOSIS,diag_f8fde683,isnt_rule_violated,true,
path_b241df49,SUPPORTS_DIAGNOSIS,diag_f8fde683,"bayoneting,notching,laminar_dot_sign",true,
img_937adff1,HAS_OPTIC_DISC,od_ce6832c0,,,
img_937adff1,HAS_RIM,rim_090278bf,,,
img_937adff1,HAS_PATHOLOGY,path_78652fa4,,,
img_937adff1,HAS_DIAGNOSIS,diag_0aa4a13f,,,
diag_0aa4a13f,HAS_RISK,risk_very_healthy,,,
od_ce6832c0,SUPPORTS_DIAGNOSIS,diag_0aa4a13f,cup_to_disc_ratio,0.4,
img_c9e72955,HAS_OPTIC_DISC,od_834fded6,,,
img_c9e72955,HAS_RIM,rim_de7bfdf2,,,
img_c9e72955,HAS_PATHOLOGY,path_cbe5f118,,,
img_c9e72955,HAS_DIAGNOSIS,diag_91c022e3,,,
diag_91c022e3,HAS_RISK,risk_high_risk,,,
od_834fded6,SUPPORTS_DIAGNOSIS,diag_91c022e3,cup_to_disc_ratio,0.8,
rim_de7bfdf2,SUPPORTS_DIAGNOSIS,diag_91c022e3,isnt_rule_violated,true,
path_cbe5f118,SUPPORTS_DIAGNOSIS,diag_91c022e3,"bayoneting,notching,laminar_dot_sign",true,
img_9ee9adaf,HAS_OPTIC_DISC,od_817479e8,,,
img_9ee9adaf,HAS_RIM,rim_fcf8205e,,,
img_9ee9adaf,HAS_PATHOLOGY,path_e5734edb,,,
img_9ee9adaf,HAS_DIAGNOSIS,diag_2cfb37d4,,,
diag_2cfb37d4,HAS_RISK,risk_high_risk,,,
od_817479e8,SUPPORTS_DIAGNOSIS,diag_2cfb37d4,cup_to_disc_ratio,0.8,
rim_fcf8205e,SUPPORTS_DIAGNOSIS,diag_2cfb37d4,isnt_rule_violated,true,
path_e5734edb,SUPPORTS_DIAGNOSIS,diag_2cfb37d4,"bayoneting,notching,laminar_dot_sign",true,
img_5c5e7ff8,HAS_OPTIC_DISC,od_62ce1061,,,
img_5c5e7ff8,HAS_RIM,rim_50bbb36d,,,
img_5c5e7ff8,HAS_PATHOLOGY,path_c3479a9a,,,
img_5c5e7ff8,HAS_DIAGNOSIS,diag_8965230f,,,
diag_8965230f,HAS_RISK,risk_very_healthy,,,
od_62ce1061,SUPPORTS_DIAGNOSIS,diag_8965230f,cup_to_disc_ratio,0.3,
img_230f6a90,HAS_OPTIC_DISC,od_0ac8e347,,,
img_230f6a90,HAS_RIM,rim_7b21eda9,,,
img_230f6a90,HAS_PATHOLOGY,path_7a950337,,,
img_230f6a90,HAS_DIAGNOSIS,diag_fe0fa5f5,,,
diag_fe0fa5f5,HAS_RISK,risk_high_risk,,,
od_0ac8e347,SUPPORTS_DIAGNOSIS,diag_fe0fa5f5,cup_to_disc_ratio,0.8,
rim_7b21eda9,SUPPORTS_DIAGNOSIS,diag_fe0fa5f5,isnt_rule_violated,true,
path_7a950337,SUPPORTS_DIAGNOSIS,diag_fe0fa5f5,"bayoneting,notching,laminar_dot_sign",true,
img_b7ca9010,HAS_OPTIC_DISC,od_5cb8cac1,,,
img_b7ca9010,HAS_RIM,rim_84a915e4,,,
img_b7ca9010,HAS_PATHOLOGY,path_1bba7ba9,,,
img_b7ca9010,HAS_DIAGNOSIS,diag_f89bc876,,,
diag_f89bc876,HAS_RISK,risk_high_risk,,,
od_5cb8cac1,SUPPORTS_DIAGNOSIS,diag_f89bc876,cup_to_disc_ratio,0.7,
rim_84a915e4,SUPPORTS_DIAGNOSIS,diag_f89bc876,isnt_rule_violated,true,
path_1bba7ba9,SUPPORTS_DIAGNOSIS,diag_f89bc876,"bayoneting,notching,laminar_dot_sign",true,
img_fbd15433,HAS_OPTIC_DISC,od_4b8180f4,,,
img_fbd15433,HAS_RIM,rim_57b747b6,,,
img_fbd15433,HAS_PATHOLOGY,path_aff1eb47,,,
img_fbd15433,HAS_DIAGNOSIS,diag_3595732b,,,
diag_3595732b,HAS_RISK,risk_high_risk,,,
od_4b8180f4,SUPPORTS_DIAGNOSIS,diag_3595732b,cup_to_disc_ratio,0.8,
rim_57b747b6,SUPPORTS_DIAGNOSIS,diag_3595732b,isnt_rule_violated,true,
path_aff1eb47,SUPPORTS_DIAGNOSIS,diag_3595732b,"bayoneting,notching,laminar_dot_sign",true,
img_46c5e6ad,HAS_OPTIC_DISC,od_2ca52c46,,,
img_46c5e6ad,HAS_RIM,rim_1337f5f5,,,
img_46c5e6ad,HAS_PATHOLOGY,path_16129754,,,
img_46c5e6ad,HAS_DIAGNOSIS,diag_448d0696,,,
diag_448d0696,HAS_RISK,risk_high_risk,,,
od_2ca52c46,SUPPORTS_DIAGNOSIS,diag_448d0696,cup_to_disc_ratio,0.8,
rim_1337f5f5,SUPPORTS_DIAGNOSIS,diag_448d0696,isnt_rule_violated,true,
path_16129754,SUPPORTS_DIAGNOSIS,diag_448d0696,"bayoneting,notching,laminar_dot_sign",true,
img_3880d1f5,HAS_OPTIC_DISC,od_8ba8cb18,,,
img_3880d1f5,HAS_RIM,rim_40d2cede,,,
img_3880d1f5,HAS_PATHOLOGY,path_7d8a9977,,,
img_3880d1f5,HAS_DIAGNOSIS,diag_67a2b31f,,,
diag_67a2b31f,HAS_RISK,risk_very_healthy,,,
od_8ba8cb18,SUPPORTS_DIAGNOSIS,diag_67a2b31f,cup_to_disc_ratio,0.4,
img_28ba3f7e,HAS_OPTIC_DISC,od_d91bf51f,,,
img_28ba3f7e,HAS_RIM,rim_419c12a8,,,
img_28ba3f7e,HAS_PATHOLOGY,path_62592dd8,,,
img_28ba3f7e,HAS_DIAGNOSIS,diag_b1ae4366,,,
diag_b1ae4366,HAS_RISK,risk_high_risk,,,
od_d91bf51f,SUPPORTS_DIAGNOSIS,diag_b1ae4366,cup_to_disc_ratio,0.8,
rim_419c12a8,SUPPORTS_DIAGNOSIS,diag_b1ae4366,isnt_rule_violated,true,
path_62592dd8,SUPPORTS_DIAGNOSIS,diag_b1ae4366,"bayoneting,notching",true,
img_95854e86,HAS_OPTIC_DISC,od_b67ff430,,,
img_95854e86,HAS_RIM,rim_ffecf706,,,
img_95854e86,HAS_PATHOLOGY,path_01e25ec8,,,
img_95854e86,HAS_DIAGNOSIS,diag_5bdd60e4,,,
diag_5bdd60e4,HAS_RISK,risk_very_healthy,,,
od_b67ff430,SUPPORTS_DIAGNOSIS,diag_5bdd60e4,cup_to_disc_ratio,0.3,
img_5c3e4c0b,HAS_OPTIC_DISC,od_cdb96b20,,,
img_5c3e4c0b,HAS_RIM,rim_6116b632,,,
img_5c3e4c0b,HAS_PATHOLOGY,path_bb1bbeba,,,
img_5c3e4c0b,HAS_DIAGNOSIS,diag_2c10e597,,,
diag_2c10e597,HAS_RISK,risk_very_healthy,,,
od_cdb96b20,SUPPORTS_DIAGNOSIS,diag_2c10e597,cup_to_disc_ratio,0.4,
img_38a4452a,HAS_OPTIC_DISC,od_d0e5a7fc,,,
img_38a4452a,HAS_RIM,rim_f5539a2e,,,
img_38a4452a,HAS_PATHOLOGY,path_e305cbf1,,,
img_38a4452a,HAS_DIAGNOSIS,diag_8aad4c74,,,
diag_8aad4c74,HAS_RISK,risk_high_risk,,,
od_d0e5a7fc,SUPPORTS_DIAGNOSIS,diag_8aad4c74,cup_to_disc_ratio,0.7,
rim_f5539a2e,SUPPORTS_DIAGNOSIS,diag_8aad4c74,isnt_rule_violated,true,
img_4ad3e398,HAS_OPTIC_DISC,od_d29e3119,,,
img_4ad3e398,HAS_RIM,rim_de404a0a,,,
img_4ad3e398,HAS_PATHOLOGY,path_f9528f5f,,,
img_4ad3e398,HAS_DIAGNOSIS,diag_d1c3e7c3,,,
diag_d1c3e7c3,HAS_RISK,risk_high_risk,,,
od_d29e3119,SUPPORTS_DIAGNOSIS,diag_d1c3e7c3,cup_to_disc_ratio,0.7,
rim_de404a0a,SUPPORTS_DIAGNOSIS,diag_d1c3e7c3,isnt_rule_violated,true,
path_f9528f5f,SUPPORTS_DIAGNOSIS,diag_d1c3e7c3,notching,true,
img_22264410,HAS_OPTIC_DISC,od_7f1c230c,,,
img_22264410,HAS_RIM,rim_99b9c2e6,,,
img_22264410,HAS_PATHOLOGY,path_2dd5516d,,,
img_22264410,HAS_DIAGNOSIS,diag_5c259f68,,,
diag_5c259f68,HAS_RISK,risk_very_healthy,,,
od_7f1c230c,SUPPORTS_DIAGNOSIS,diag_5c259f68,cup_to_disc_ratio,0.4,
img_75ec174c,HAS_OPTIC_DISC,od_0c5553cf,,,
img_75ec174c,HAS_RIM,rim_207be500,,,
img_75ec174c,HAS_PATHOLOGY,path_08e15280,,,
img_75ec174c,HAS_DIAGNOSIS,diag_ed44a750,,,
diag_ed44a750,HAS_RISK,risk_high_risk,,,
od_0c5553cf,SUPPORTS_DIAGNOSIS,diag_ed44a750,cup_to_disc_ratio,0.8,
rim_207be500,SUPPORTS_DIAGNOSIS,diag_ed44a750,isnt_rule_violated,true,
path_08e15280,SUPPORTS_DIAGNOSIS,diag_ed44a750,"bayoneting,notching,laminar_dot_sign",true,
img_ec0254c1,HAS_OPTIC_DISC,od_565767a4,,,
img_ec0254c1,HAS_RIM,rim_c188ae8d,,,
img_ec0254c1,HAS_PATHOLOGY,path_c31d9742,,,
img_ec0254c1,HAS_DIAGNOSIS,diag_bb27cadc,,,
diag_bb27cadc,HAS_RISK,risk_very_healthy,,,
od_565767a4,SUPPORTS_DIAGNOSIS,diag_bb27cadc,cup_to_disc_ratio,0.3,
img_eda0ecde,HAS_OPTIC_DISC,od_4cf6080f,,,
img_eda0ecde,HAS_RIM,rim_971c9a6a,,,
img_eda0ecde,HAS_PATHOLOGY,path_26991faa,,,
img_eda0ecde,HAS_DIAGNOSIS,diag_c0dc40aa,,,
diag_c0dc40aa,HAS_RISK,risk_very_healthy,,,
od_4cf6080f,SUPPORTS_DIAGNOSIS,diag_c0dc40aa,cup_to_disc_ratio,0.4,
img_ae35cfea,HAS_OPTIC_DISC,od_23fa697e,,,
img_ae35cfea,HAS_RIM,rim_c0663c24,,,
img_ae35cfea,HAS_PATHOLOGY,path_e86c2e98,,,
img_ae35cfea,HAS_DIAGNOSIS,diag_bd2fe47f,,,
diag_bd2fe47f,HAS_RISK,risk_very_healthy,,,
od_23fa697e,SUPPORTS_DIAGNOSIS,diag_bd2fe47f,cup_to_disc_ratio,0.4,
img_feb800db,HAS_OPTIC_DISC,od_d1e090dc,,,
img_feb800db,HAS_RIM,rim_78e0876c,,,
img_feb800db,HAS_PATHOLOGY,path_41d6e93f,,,
